Tweet,Suicide
nowt wrong with abit of chese monsieur winsor,not suicide post
rt this is truly a horifying article most of us don t have the underlying dep hereditary mental health disorder tha ,potential suicide post 
is proud that wilmington de has decreased the number of homicides compared to this time last year by absolutely comendable ,not suicide post
stafordshire uk peter oh peter your rid of him now so life wil only get beter dont let him get to you anymore the tears wil go and you can be fre once and for al here is you want to chat always x,potential suicide post 
mesi is not tired ,not suicide post
i m a waste of space and i deserve to die ,potential suicide post 
rt what a dominating performance let the celebrations begin best wishes for the games ahead,not suicide post
damn i hate myself,potential suicide post 
namjon damn i hate myself,potential suicide post 
i ve got exactly days of life left and ive never felt so calm or at peace id rather not wait til then but its the first day i wil be completely alone and have the time i ned this,potential suicide post 
congratulations to our lucky winers ,not suicide post
bitch i m gona kil myself what the fuck,potential suicide post 
lady i m on the hil ready to fucking just die already ,potential suicide post 
i want to be maried,not suicide post
rt i hate when i have to rate my group members because i l always rate them higher than i d rate myself knowing damn wel ,potential suicide post 
final results from my cbs bracket chalenge for the nca mens tourney th surely the generation y folks wil send me a trophy ,not suicide post
my g grandfather fought in w earning the military medal at la boisele then in htps t co rergdmgncl,potential suicide post 
lol cury cupa tea glas of merlot a fre dogie i m hapy to negotiate,not suicide post
dang man i m so god damn insecure sigh i hate myself,potential suicide post 
i want a xbox but i only want it for state of decay and i dead as don t have time to play it now realy would be a pointles purchase,potential suicide post 
today s goal complete everything on my to do list or nap al day lol ,not suicide post
my cousin recently retired years in military comited suicide the day was elected htps t co yx grvqtg,potential suicide post 
the leader of the band is tired amp his eyes are growing old,potential suicide post 
hope you had a fun time mate,not suicide post
oh not alot uni working same as just about everyone handed in the first asignment in over a year on friday was crazy,not suicide post
duno what u just said but i like it,not suicide post
is geting ready to take munchlet to the vet then doing absolutely nothing but relaxing next two days of ,not suicide post
i love it so exciting to se new growth everywhere insects making most of first polen bustling in hedges birdsong,not suicide post
i hate myself so much i want to kil myself how are y al ,potential suicide post 
just got in a car acident and i wish it had ben worse and that i had goten fataly injured when i was driving sometimes i imagine just crashing into something and dying i have had some close cals recently with other drivers and i often think afterward that i wish they had ended up hiting me i dont know why i fel like this ive ben taking sertraline the generic version of zoloft which has stoped me from feling horible on a normal day to day basis but whenever something out of the ordinary hapens like this car acident or i mes something up its like i had never taken the medsi fel like i both want to and dont want to die these last couple of years have ben horible for me but i stil have dreams and want to do things before i started taking the sertraline i was actively planing my death but now its like i fel half wanting to kep going and half wanting to die before my life moves forward to much this car acident is going to cost me and my family a lot of money and its al my fault maybe they would have goten some compensation if i had died if i wasnt around anymore they would be sad but i also wouldnt be able to disapoint them and cost them more than they can aford anymorei ama terible daughter,potential suicide post 
